Consumption (kWh), Start, End
0.019000, 2025-04-13T12:00:00+01:00, 2025-04-13T12:30:00+01:00
0.009000, 2025-04-13T12:30:00+01:00, 2025-04-13T13:00:00+01:00
0.007000, 2025-04-13T13:00:00+01:00, 2025-04-13T13:30:00+01:00
0.008000, 2025-04-13T13:30:00+01:00, 2025-04-13T14:00:00+01:00
0.007000, 2025-04-13T14:00:00+01:00, 2025-04-13T14:30:00+01:00
0.023000, 2025-04-13T14:30:00+01:00, 2025-04-13T15:00:00+01:00
0.008000, 2025-04-13T15:00:00+01:00, 2025-04-13T15:30:00+01:00
0.008000, 2025-04-13T15:30:00+01:00, 2025-04-13T16:00:00+01:00
0.010000, 2025-04-13T16:00:00+01:00, 2025-04-13T16:30:00+01:00
0.018000, 2025-04-13T16:30:00+01:00, 2025-04-13T17:00:00+01:00
0.010000, 2025-04-13T17:00:00+01:00, 2025-04-13T17:30:00+01:00
0.007000, 2025-04-13T17:30:00+01:00, 2025-04-13T18:00:00+01:00
0.008000, 2025-04-13T18:00:00+01:00, 2025-04-13T18:30:00+01:00
0.006000, 2025-04-13T18:30:00+01:00, 2025-04-13T19:00:00+01:00
0.064000, 2025-04-13T19:00:00+01:00, 2025-04-13T19:30:00+01:00
0.562000, 2025-04-13T19:30:00+01:00, 2025-04-13T20:00:00+01:00
0.346000, 2025-04-13T20:00:00+01:00, 2025-04-13T20:30:00+01:00
0.288000, 2025-04-13T20:30:00+01:00, 2025-04-13T21:00:00+01:00
0.175000, 2025-04-13T21:00:00+01:00, 2025-04-13T21:30:00+01:00
0.165000, 2025-04-13T21:30:00+01:00, 2025-04-13T22:00:00+01:00
0.165000, 2025-04-13T22:00:00+01:00, 2025-04-13T22:30:00+01:00
0.147000, 2025-04-13T22:30:00+01:00, 2025-04-13T23:00:00+01:00
0.126000, 2025-04-13T23:00:00+01:00, 2025-04-13T23:30:00+01:00
0.118000, 2025-04-13T23:30:00+01:00, 2025-04-14T00:00:00+01:00
0.160000, 2025-04-14T00:00:00+01:00, 2025-04-14T00:30:00+01:00
2.876000, 2025-04-14T00:30:00+01:00, 2025-04-14T01:00:00+01:00
2.870000, 2025-04-14T01:00:00+01:00, 2025-04-14T01:30:00+01:00
2.859000, 2025-04-14T01:30:00+01:00, 2025-04-14T02:00:00+01:00
2.885000, 2025-04-14T02:00:00+01:00, 2025-04-14T02:30:00+01:00
2.910000, 2025-04-14T02:30:00+01:00, 2025-04-14T03:00:00+01:00
2.527000, 2025-04-14T03:00:00+01:00, 2025-04-14T03:30:00+01:00
1.436000, 2025-04-14T03:30:00+01:00, 2025-04-14T04:00:00+01:00
1.147000, 2025-04-14T04:00:00+01:00, 2025-04-14T04:30:00+01:00
1.024000, 2025-04-14T04:30:00+01:00, 2025-04-14T05:00:00+01:00
0.248000, 2025-04-14T05:00:00+01:00, 2025-04-14T05:30:00+01:00
0.018000, 2025-04-14T05:30:00+01:00, 2025-04-14T06:00:00+01:00
0.007000, 2025-04-14T06:00:00+01:00, 2025-04-14T06:30:00+01:00
0.009000, 2025-04-14T06:30:00+01:00, 2025-04-14T07:00:00+01:00
0.040000, 2025-04-14T07:00:00+01:00, 2025-04-14T07:30:00+01:00
0.007000, 2025-04-14T07:30:00+01:00, 2025-04-14T08:00:00+01:00
0.006000, 2025-04-14T08:00:00+01:00, 2025-04-14T08:30:00+01:00
0.006000, 2025-04-14T08:30:00+01:00, 2025-04-14T09:00:00+01:00
0.007000, 2025-04-14T09:00:00+01:00, 2025-04-14T09:30:00+01:00
0.006000, 2025-04-14T09:30:00+01:00, 2025-04-14T10:00:00+01:00
0.007000, 2025-04-14T10:00:00+01:00, 2025-04-14T10:30:00+01:00
0.008000, 2025-04-14T10:30:00+01:00, 2025-04-14T11:00:00+01:00
0.012000, 2025-04-14T11:00:00+01:00, 2025-04-14T11:30:00+01:00
0.008000, 2025-04-14T11:30:00+01:00, 2025-04-14T12:00:00+01:00
0.008000, 2025-04-14T12:00:00+01:00, 2025-04-14T12:30:00+01:00
0.007000, 2025-04-14T12:30:00+01:00, 2025-04-14T13:00:00+01:00
0.007000, 2025-04-14T13:00:00+01:00, 2025-04-14T13:30:00+01:00
0.007000, 2025-04-14T13:30:00+01:00, 2025-04-14T14:00:00+01:00
0.006000, 2025-04-14T14:00:00+01:00, 2025-04-14T14:30:00+01:00
0.007000, 2025-04-14T14:30:00+01:00, 2025-04-14T15:00:00+01:00
0.347000, 2025-04-14T15:00:00+01:00, 2025-04-14T15:30:00+01:00
0.699000, 2025-04-14T15:30:00+01:00, 2025-04-14T16:00:00+01:00
0.437000, 2025-04-14T16:00:00+01:00, 2025-04-14T16:30:00+01:00
0.383000, 2025-04-14T16:30:00+01:00, 2025-04-14T17:00:00+01:00
0.362000, 2025-04-14T17:00:00+01:00, 2025-04-14T17:30:00+01:00
0.267000, 2025-04-14T17:30:00+01:00, 2025-04-14T18:00:00+01:00
0.227000, 2025-04-14T18:00:00+01:00, 2025-04-14T18:30:00+01:00
0.246000, 2025-04-14T18:30:00+01:00, 2025-04-14T19:00:00+01:00
0.247000, 2025-04-14T19:00:00+01:00, 2025-04-14T19:30:00+01:00
0.377000, 2025-04-14T19:30:00+01:00, 2025-04-14T20:00:00+01:00
0.376000, 2025-04-14T20:00:00+01:00, 2025-04-14T20:30:00+01:00
0.247000, 2025-04-14T20:30:00+01:00, 2025-04-14T21:00:00+01:00
0.178000, 2025-04-14T21:00:00+01:00, 2025-04-14T21:30:00+01:00
0.191000, 2025-04-14T21:30:00+01:00, 2025-04-14T22:00:00+01:00
0.140000, 2025-04-14T22:00:00+01:00, 2025-04-14T22:30:00+01:00
0.115000, 2025-04-14T22:30:00+01:00, 2025-04-14T23:00:00+01:00
0.146000, 2025-04-14T23:00:00+01:00, 2025-04-14T23:30:00+01:00
0.145000, 2025-04-14T23:30:00+01:00, 2025-04-15T00:00:00+01:00
0.120000, 2025-04-15T00:00:00+01:00, 2025-04-15T00:30:00+01:00
2.855000, 2025-04-15T00:30:00+01:00, 2025-04-15T01:00:00+01:00
2.889000, 2025-04-15T01:00:00+01:00, 2025-04-15T01:30:00+01:00
2.847000, 2025-04-15T01:30:00+01:00, 2025-04-15T02:00:00+01:00
2.849000, 2025-04-15T02:00:00+01:00, 2025-04-15T02:30:00+01:00
2.879000, 2025-04-15T02:30:00+01:00, 2025-04-15T03:00:00+01:00
2.896000, 2025-04-15T03:00:00+01:00, 2025-04-15T03:30:00+01:00
2.837000, 2025-04-15T03:30:00+01:00, 2025-04-15T04:00:00+01:00
2.759000, 2025-04-15T04:00:00+01:00, 2025-04-15T04:30:00+01:00
1.625000, 2025-04-15T04:30:00+01:00, 2025-04-15T05:00:00+01:00
0.603000, 2025-04-15T05:00:00+01:00, 2025-04-15T05:30:00+01:00
0.021000, 2025-04-15T05:30:00+01:00, 2025-04-15T06:00:00+01:00
0.010000, 2025-04-15T06:00:00+01:00, 2025-04-15T06:30:00+01:00
0.007000, 2025-04-15T06:30:00+01:00, 2025-04-15T07:00:00+01:00
0.013000, 2025-04-15T07:00:00+01:00, 2025-04-15T07:30:00+01:00
0.008000, 2025-04-15T07:30:00+01:00, 2025-04-15T08:00:00+01:00
0.007000, 2025-04-15T08:00:00+01:00, 2025-04-15T08:30:00+01:00
0.006000, 2025-04-15T08:30:00+01:00, 2025-04-15T09:00:00+01:00
0.007000, 2025-04-15T09:00:00+01:00, 2025-04-15T09:30:00+01:00
0.007000, 2025-04-15T09:30:00+01:00, 2025-04-15T10:00:00+01:00
0.007000, 2025-04-15T10:00:00+01:00, 2025-04-15T10:30:00+01:00
0.007000, 2025-04-15T10:30:00+01:00, 2025-04-15T11:00:00+01:00
0.008000, 2025-04-15T11:00:00+01:00, 2025-04-15T11:30:00+01:00
0.007000, 2025-04-15T11:30:00+01:00, 2025-04-15T12:00:00+01:00
0.008000, 2025-04-15T12:00:00+01:00, 2025-04-15T12:30:00+01:00
0.009000, 2025-04-15T12:30:00+01:00, 2025-04-15T13:00:00+01:00
0.009000, 2025-04-15T13:00:00+01:00, 2025-04-15T13:30:00+01:00
0.007000, 2025-04-15T13:30:00+01:00, 2025-04-15T14:00:00+01:00
0.008000, 2025-04-15T14:00:00+01:00, 2025-04-15T14:30:00+01:00
0.007000, 2025-04-15T14:30:00+01:00, 2025-04-15T15:00:00+01:00
0.008000, 2025-04-15T15:00:00+01:00, 2025-04-15T15:30:00+01:00
0.039000, 2025-04-15T15:30:00+01:00, 2025-04-15T16:00:00+01:00
0.026000, 2025-04-15T16:00:00+01:00, 2025-04-15T16:30:00+01:00
0.013000, 2025-04-15T16:30:00+01:00, 2025-04-15T17:00:00+01:00
0.009000, 2025-04-15T17:00:00+01:00, 2025-04-15T17:30:00+01:00
0.162000, 2025-04-15T17:30:00+01:00, 2025-04-15T18:00:00+01:00
0.238000, 2025-04-15T18:00:00+01:00, 2025-04-15T18:30:00+01:00
0.307000, 2025-04-15T18:30:00+01:00, 2025-04-15T19:00:00+01:00
0.367000, 2025-04-15T19:00:00+01:00, 2025-04-15T19:30:00+01:00
0.362000, 2025-04-15T19:30:00+01:00, 2025-04-15T20:00:00+01:00
0.436000, 2025-04-15T20:00:00+01:00, 2025-04-15T20:30:00+01:00
0.182000, 2025-04-15T20:30:00+01:00, 2025-04-15T21:00:00+01:00
0.244000, 2025-04-15T21:00:00+01:00, 2025-04-15T21:30:00+01:00
0.199000, 2025-04-15T21:30:00+01:00, 2025-04-15T22:00:00+01:00
0.152000, 2025-04-15T22:00:00+01:00, 2025-04-15T22:30:00+01:00
0.122000, 2025-04-15T22:30:00+01:00, 2025-04-15T23:00:00+01:00
0.131000, 2025-04-15T23:00:00+01:00, 2025-04-15T23:30:00+01:00
0.159000, 2025-04-15T23:30:00+01:00, 2025-04-16T00:00:00+01:00
0.122000, 2025-04-16T00:00:00+01:00, 2025-04-16T00:30:00+01:00
2.861000, 2025-04-16T00:30:00+01:00, 2025-04-16T01:00:00+01:00
2.884000, 2025-04-16T01:00:00+01:00, 2025-04-16T01:30:00+01:00
2.904000, 2025-04-16T01:30:00+01:00, 2025-04-16T02:00:00+01:00
2.878000, 2025-04-16T02:00:00+01:00, 2025-04-16T02:30:00+01:00
2.875000, 2025-04-16T02:30:00+01:00, 2025-04-16T03:00:00+01:00
2.895000, 2025-04-16T03:00:00+01:00, 2025-04-16T03:30:00+01:00
2.907000, 2025-04-16T03:30:00+01:00, 2025-04-16T04:00:00+01:00
2.858000, 2025-04-16T04:00:00+01:00, 2025-04-16T04:30:00+01:00
1.829000, 2025-04-16T04:30:00+01:00, 2025-04-16T05:00:00+01:00
0.681000, 2025-04-16T05:00:00+01:00, 2025-04-16T05:30:00+01:00
0.020000, 2025-04-16T05:30:00+01:00, 2025-04-16T06:00:00+01:00
0.008000, 2025-04-16T06:00:00+01:00, 2025-04-16T06:30:00+01:00
0.007000, 2025-04-16T06:30:00+01:00, 2025-04-16T07:00:00+01:00
0.007000, 2025-04-16T07:00:00+01:00, 2025-04-16T07:30:00+01:00
0.015000, 2025-04-16T07:30:00+01:00, 2025-04-16T08:00:00+01:00
0.008000, 2025-04-16T08:00:00+01:00, 2025-04-16T08:30:00+01:00
0.008000, 2025-04-16T08:30:00+01:00, 2025-04-16T09:00:00+01:00
0.007000, 2025-04-16T09:00:00+01:00, 2025-04-16T09:30:00+01:00
0.007000, 2025-04-16T09:30:00+01:00, 2025-04-16T10:00:00+01:00
0.006000, 2025-04-16T10:00:00+01:00, 2025-04-16T10:30:00+01:00
0.006000, 2025-04-16T10:30:00+01:00, 2025-04-16T11:00:00+01:00
0.006000, 2025-04-16T11:00:00+01:00, 2025-04-16T11:30:00+01:00
0.007000, 2025-04-16T11:30:00+01:00, 2025-04-16T12:00:00+01:00
0.008000, 2025-04-16T12:00:00+01:00, 2025-04-16T12:30:00+01:00
0.008000, 2025-04-16T12:30:00+01:00, 2025-04-16T13:00:00+01:00
0.007000, 2025-04-16T13:00:00+01:00, 2025-04-16T13:30:00+01:00
0.008000, 2025-04-16T13:30:00+01:00, 2025-04-16T14:00:00+01:00
0.009000, 2025-04-16T14:00:00+01:00, 2025-04-16T14:30:00+01:00
0.006000, 2025-04-16T14:30:00+01:00, 2025-04-16T15:00:00+01:00
0.007000, 2025-04-16T15:00:00+01:00, 2025-04-16T15:30:00+01:00
0.007000, 2025-04-16T15:30:00+01:00, 2025-04-16T16:00:00+01:00
0.018000, 2025-04-16T16:00:00+01:00, 2025-04-16T16:30:00+01:00
0.007000, 2025-04-16T16:30:00+01:00, 2025-04-16T17:00:00+01:00
0.021000, 2025-04-16T17:00:00+01:00, 2025-04-16T17:30:00+01:00
0.008000, 2025-04-16T17:30:00+01:00, 2025-04-16T18:00:00+01:00
0.011000, 2025-04-16T18:00:00+01:00, 2025-04-16T18:30:00+01:00
0.009000, 2025-04-16T18:30:00+01:00, 2025-04-16T19:00:00+01:00
0.008000, 2025-04-16T19:00:00+01:00, 2025-04-16T19:30:00+01:00
0.012000, 2025-04-16T19:30:00+01:00, 2025-04-16T20:00:00+01:00
0.123000, 2025-04-16T20:00:00+01:00, 2025-04-16T20:30:00+01:00
0.234000, 2025-04-16T20:30:00+01:00, 2025-04-16T21:00:00+01:00
0.251000, 2025-04-16T21:00:00+01:00, 2025-04-16T21:30:00+01:00
0.170000, 2025-04-16T21:30:00+01:00, 2025-04-16T22:00:00+01:00
0.169000, 2025-04-16T22:00:00+01:00, 2025-04-16T22:30:00+01:00
0.159000, 2025-04-16T22:30:00+01:00, 2025-04-16T23:00:00+01:00
0.121000, 2025-04-16T23:00:00+01:00, 2025-04-16T23:30:00+01:00
0.125000, 2025-04-16T23:30:00+01:00, 2025-04-17T00:00:00+01:00
0.152000, 2025-04-17T00:00:00+01:00, 2025-04-17T00:30:00+01:00
2.913000, 2025-04-17T00:30:00+01:00, 2025-04-17T01:00:00+01:00
2.896000, 2025-04-17T01:00:00+01:00, 2025-04-17T01:30:00+01:00
2.894000, 2025-04-17T01:30:00+01:00, 2025-04-17T02:00:00+01:00
2.926000, 2025-04-17T02:00:00+01:00, 2025-04-17T02:30:00+01:00
2.943000, 2025-04-17T02:30:00+01:00, 2025-04-17T03:00:00+01:00
2.897000, 2025-04-17T03:00:00+01:00, 2025-04-17T03:30:00+01:00
2.895000, 2025-04-17T03:30:00+01:00, 2025-04-17T04:00:00+01:00
2.749000, 2025-04-17T04:00:00+01:00, 2025-04-17T04:30:00+01:00
1.678000, 2025-04-17T04:30:00+01:00, 2025-04-17T05:00:00+01:00
0.498000, 2025-04-17T05:00:00+01:00, 2025-04-17T05:30:00+01:00
0.021000, 2025-04-17T05:30:00+01:00, 2025-04-17T06:00:00+01:00
0.012000, 2025-04-17T06:00:00+01:00, 2025-04-17T06:30:00+01:00
0.007000, 2025-04-17T06:30:00+01:00, 2025-04-17T07:00:00+01:00
0.010000, 2025-04-17T07:00:00+01:00, 2025-04-17T07:30:00+01:00
0.040000, 2025-04-17T07:30:00+01:00, 2025-04-17T08:00:00+01:00
0.008000, 2025-04-17T08:00:00+01:00, 2025-04-17T08:30:00+01:00
0.008000, 2025-04-17T08:30:00+01:00, 2025-04-17T09:00:00+01:00
0.009000, 2025-04-17T09:00:00+01:00, 2025-04-17T09:30:00+01:00
0.008000, 2025-04-17T09:30:00+01:00, 2025-04-17T10:00:00+01:00
0.009000, 2025-04-17T10:00:00+01:00, 2025-04-17T10:30:00+01:00
0.010000, 2025-04-17T10:30:00+01:00, 2025-04-17T11:00:00+01:00
0.008000, 2025-04-17T11:00:00+01:00, 2025-04-17T11:30:00+01:00
0.008000, 2025-04-17T11:30:00+01:00, 2025-04-17T12:00:00+01:00
0.009000, 2025-04-17T12:00:00+01:00, 2025-04-17T12:30:00+01:00
0.010000, 2025-04-17T12:30:00+01:00, 2025-04-17T13:00:00+01:00
0.010000, 2025-04-17T13:00:00+01:00, 2025-04-17T13:30:00+01:00
0.011000, 2025-04-17T13:30:00+01:00, 2025-04-17T14:00:00+01:00
0.009000, 2025-04-17T14:00:00+01:00, 2025-04-17T14:30:00+01:00
0.009000, 2025-04-17T14:30:00+01:00, 2025-04-17T15:00:00+01:00
0.014000, 2025-04-17T15:00:00+01:00, 2025-04-17T15:30:00+01:00
0.008000, 2025-04-17T15:30:00+01:00, 2025-04-17T16:00:00+01:00
0.008000, 2025-04-17T16:00:00+01:00, 2025-04-17T16:30:00+01:00
0.009000, 2025-04-17T16:30:00+01:00, 2025-04-17T17:00:00+01:00
0.008000, 2025-04-17T17:00:00+01:00, 2025-04-17T17:30:00+01:00
0.008000, 2025-04-17T17:30:00+01:00, 2025-04-17T18:00:00+01:00
0.011000, 2025-04-17T18:00:00+01:00, 2025-04-17T18:30:00+01:00
0.009000, 2025-04-17T18:30:00+01:00, 2025-04-17T19:00:00+01:00
0.009000, 2025-04-17T19:00:00+01:00, 2025-04-17T19:30:00+01:00
0.008000, 2025-04-17T19:30:00+01:00, 2025-04-17T20:00:00+01:00
0.009000, 2025-04-17T20:00:00+01:00, 2025-04-17T20:30:00+01:00
0.008000, 2025-04-17T20:30:00+01:00, 2025-04-17T21:00:00+01:00
0.007000, 2025-04-17T21:00:00+01:00, 2025-04-17T21:30:00+01:00
0.007000, 2025-04-17T21:30:00+01:00, 2025-04-17T22:00:00+01:00
0.008000, 2025-04-17T22:00:00+01:00, 2025-04-17T22:30:00+01:00
0.006000, 2025-04-17T22:30:00+01:00, 2025-04-17T23:00:00+01:00
0.007000, 2025-04-17T23:00:00+01:00, 2025-04-17T23:30:00+01:00
0.007000, 2025-04-17T23:30:00+01:00, 2025-04-18T00:00:00+01:00
0.007000, 2025-04-18T00:00:00+01:00, 2025-04-18T00:30:00+01:00
2.874000, 2025-04-18T00:30:00+01:00, 2025-04-18T01:00:00+01:00
2.853000, 2025-04-18T01:00:00+01:00, 2025-04-18T01:30:00+01:00
2.843000, 2025-04-18T01:30:00+01:00, 2025-04-18T02:00:00+01:00
2.873000, 2025-04-18T02:00:00+01:00, 2025-04-18T02:30:00+01:00
2.896000, 2025-04-18T02:30:00+01:00, 2025-04-18T03:00:00+01:00
2.877000, 2025-04-18T03:00:00+01:00, 2025-04-18T03:30:00+01:00
2.861000, 2025-04-18T03:30:00+01:00, 2025-04-18T04:00:00+01:00
2.863000, 2025-04-18T04:00:00+01:00, 2025-04-18T04:30:00+01:00
1.525000, 2025-04-18T04:30:00+01:00, 2025-04-18T05:00:00+01:00
0.532000, 2025-04-18T05:00:00+01:00, 2025-04-18T05:30:00+01:00
0.008000, 2025-04-18T05:30:00+01:00, 2025-04-18T06:00:00+01:00
0.007000, 2025-04-18T06:00:00+01:00, 2025-04-18T06:30:00+01:00
0.006000, 2025-04-18T06:30:00+01:00, 2025-04-18T07:00:00+01:00
0.023000, 2025-04-18T07:00:00+01:00, 2025-04-18T07:30:00+01:00
0.012000, 2025-04-18T07:30:00+01:00, 2025-04-18T08:00:00+01:00
0.010000, 2025-04-18T08:00:00+01:00, 2025-04-18T08:30:00+01:00
0.008000, 2025-04-18T08:30:00+01:00, 2025-04-18T09:00:00+01:00
0.015000, 2025-04-18T09:00:00+01:00, 2025-04-18T09:30:00+01:00
0.012000, 2025-04-18T09:30:00+01:00, 2025-04-18T10:00:00+01:00
0.009000, 2025-04-18T10:00:00+01:00, 2025-04-18T10:30:00+01:00
0.011000, 2025-04-18T10:30:00+01:00, 2025-04-18T11:00:00+01:00
0.020000, 2025-04-18T11:00:00+01:00, 2025-04-18T11:30:00+01:00
0.022000, 2025-04-18T11:30:00+01:00, 2025-04-18T12:00:00+01:00
0.014000, 2025-04-18T12:00:00+01:00, 2025-04-18T12:30:00+01:00
0.027000, 2025-04-18T12:30:00+01:00, 2025-04-18T13:00:00+01:00
0.024000, 2025-04-18T13:00:00+01:00, 2025-04-18T13:30:00+01:00
0.017000, 2025-04-18T13:30:00+01:00, 2025-04-18T14:00:00+01:00
0.007000, 2025-04-18T14:00:00+01:00, 2025-04-18T14:30:00+01:00
0.008000, 2025-04-18T14:30:00+01:00, 2025-04-18T15:00:00+01:00
0.017000, 2025-04-18T15:00:00+01:00, 2025-04-18T15:30:00+01:00
0.008000, 2025-04-18T15:30:00+01:00, 2025-04-18T16:00:00+01:00
0.027000, 2025-04-18T16:00:00+01:00, 2025-04-18T16:30:00+01:00
0.008000, 2025-04-18T16:30:00+01:00, 2025-04-18T17:00:00+01:00
0.019000, 2025-04-18T17:00:00+01:00, 2025-04-18T17:30:00+01:00
0.009000, 2025-04-18T17:30:00+01:00, 2025-04-18T18:00:00+01:00
0.009000, 2025-04-18T18:00:00+01:00, 2025-04-18T18:30:00+01:00
0.017000, 2025-04-18T18:30:00+01:00, 2025-04-18T19:00:00+01:00
0.012000, 2025-04-18T19:00:00+01:00, 2025-04-18T19:30:00+01:00
0.009000, 2025-04-18T19:30:00+01:00, 2025-04-18T20:00:00+01:00
0.361000, 2025-04-18T20:00:00+01:00, 2025-04-18T20:30:00+01:00
0.402000, 2025-04-18T20:30:00+01:00, 2025-04-18T21:00:00+01:00
0.297000, 2025-04-18T21:00:00+01:00, 2025-04-18T21:30:00+01:00
0.240000, 2025-04-18T21:30:00+01:00, 2025-04-18T22:00:00+01:00
0.174000, 2025-04-18T22:00:00+01:00, 2025-04-18T22:30:00+01:00
0.131000, 2025-04-18T22:30:00+01:00, 2025-04-18T23:00:00+01:00
0.122000, 2025-04-18T23:00:00+01:00, 2025-04-18T23:30:00+01:00
0.152000, 2025-04-18T23:30:00+01:00, 2025-04-19T00:00:00+01:00
0.164000, 2025-04-19T00:00:00+01:00, 2025-04-19T00:30:00+01:00
0.962000, 2025-04-19T00:30:00+01:00, 2025-04-19T01:00:00+01:00
0.970000, 2025-04-19T01:00:00+01:00, 2025-04-19T01:30:00+01:00
0.977000, 2025-04-19T01:30:00+01:00, 2025-04-19T02:00:00+01:00
1.019000, 2025-04-19T02:00:00+01:00, 2025-04-19T02:30:00+01:00
0.997000, 2025-04-19T02:30:00+01:00, 2025-04-19T03:00:00+01:00
0.974000, 2025-04-19T03:00:00+01:00, 2025-04-19T03:30:00+01:00
0.973000, 2025-04-19T03:30:00+01:00, 2025-04-19T04:00:00+01:00
0.987000, 2025-04-19T04:00:00+01:00, 2025-04-19T04:30:00+01:00
0.961000, 2025-04-19T04:30:00+01:00, 2025-04-19T05:00:00+01:00
0.127000, 2025-04-19T05:00:00+01:00, 2025-04-19T05:30:00+01:00
0.008000, 2025-04-19T05:30:00+01:00, 2025-04-19T06:00:00+01:00
0.007000, 2025-04-19T06:00:00+01:00, 2025-04-19T06:30:00+01:00
0.030000, 2025-04-19T06:30:00+01:00, 2025-04-19T07:00:00+01:00
0.026000, 2025-04-19T07:00:00+01:00, 2025-04-19T07:30:00+01:00
0.012000, 2025-04-19T07:30:00+01:00, 2025-04-19T08:00:00+01:00
0.010000, 2025-04-19T08:00:00+01:00, 2025-04-19T08:30:00+01:00
0.009000, 2025-04-19T08:30:00+01:00, 2025-04-19T09:00:00+01:00
0.025000, 2025-04-19T09:00:00+01:00, 2025-04-19T09:30:00+01:00
0.009000, 2025-04-19T09:30:00+01:00, 2025-04-19T10:00:00+01:00
0.009000, 2025-04-19T10:00:00+01:00, 2025-04-19T10:30:00+01:00
0.009000, 2025-04-19T10:30:00+01:00, 2025-04-19T11:00:00+01:00
0.030000, 2025-04-19T11:00:00+01:00, 2025-04-19T11:30:00+01:00
0.015000, 2025-04-19T11:30:00+01:00, 2025-04-19T12:00:00+01:00
0.010000, 2025-04-19T12:00:00+01:00, 2025-04-19T12:30:00+01:00
0.009000, 2025-04-19T12:30:00+01:00, 2025-04-19T13:00:00+01:00
0.009000, 2025-04-19T13:00:00+01:00, 2025-04-19T13:30:00+01:00
0.010000, 2025-04-19T13:30:00+01:00, 2025-04-19T14:00:00+01:00
0.010000, 2025-04-19T14:00:00+01:00, 2025-04-19T14:30:00+01:00
0.009000, 2025-04-19T14:30:00+01:00, 2025-04-19T15:00:00+01:00
0.023000, 2025-04-19T15:00:00+01:00, 2025-04-19T15:30:00+01:00
0.010000, 2025-04-19T15:30:00+01:00, 2025-04-19T16:00:00+01:00
0.007000, 2025-04-19T16:00:00+01:00, 2025-04-19T16:30:00+01:00
0.007000, 2025-04-19T16:30:00+01:00, 2025-04-19T17:00:00+01:00
0.007000, 2025-04-19T17:00:00+01:00, 2025-04-19T17:30:00+01:00
0.008000, 2025-04-19T17:30:00+01:00, 2025-04-19T18:00:00+01:00
0.008000, 2025-04-19T18:00:00+01:00, 2025-04-19T18:30:00+01:00
0.009000, 2025-04-19T18:30:00+01:00, 2025-04-19T19:00:00+01:00
0.010000, 2025-04-19T19:00:00+01:00, 2025-04-19T19:30:00+01:00
0.008000, 2025-04-19T19:30:00+01:00, 2025-04-19T20:00:00+01:00
0.012000, 2025-04-19T20:00:00+01:00, 2025-04-19T20:30:00+01:00
0.007000, 2025-04-19T20:30:00+01:00, 2025-04-19T21:00:00+01:00
0.007000, 2025-04-19T21:00:00+01:00, 2025-04-19T21:30:00+01:00
0.008000, 2025-04-19T21:30:00+01:00, 2025-04-19T22:00:00+01:00
0.007000, 2025-04-19T22:00:00+01:00, 2025-04-19T22:30:00+01:00
0.007000, 2025-04-19T22:30:00+01:00, 2025-04-19T23:00:00+01:00
0.007000, 2025-04-19T23:00:00+01:00, 2025-04-19T23:30:00+01:00
0.006000, 2025-04-19T23:30:00+01:00, 2025-04-20T00:00:00+01:00
0.007000, 2025-04-20T00:00:00+01:00, 2025-04-20T00:30:00+01:00
2.872000, 2025-04-20T00:30:00+01:00, 2025-04-20T01:00:00+01:00
2.874000, 2025-04-20T01:00:00+01:00, 2025-04-20T01:30:00+01:00
2.888000, 2025-04-20T01:30:00+01:00, 2025-04-20T02:00:00+01:00
2.894000, 2025-04-20T02:00:00+01:00, 2025-04-20T02:30:00+01:00
2.867000, 2025-04-20T02:30:00+01:00, 2025-04-20T03:00:00+01:00
2.878000, 2025-04-20T03:00:00+01:00, 2025-04-20T03:30:00+01:00
2.880000, 2025-04-20T03:30:00+01:00, 2025-04-20T04:00:00+01:00
2.599000, 2025-04-20T04:00:00+01:00, 2025-04-20T04:30:00+01:00
1.533000, 2025-04-20T04:30:00+01:00, 2025-04-20T05:00:00+01:00
0.330000, 2025-04-20T05:00:00+01:00, 2025-04-20T05:30:00+01:00
0.007000, 2025-04-20T05:30:00+01:00, 2025-04-20T06:00:00+01:00
0.007000, 2025-04-20T06:00:00+01:00, 2025-04-20T06:30:00+01:00
0.007000, 2025-04-20T06:30:00+01:00, 2025-04-20T07:00:00+01:00
0.018000, 2025-04-20T07:00:00+01:00, 2025-04-20T07:30:00+01:00
0.018000, 2025-04-20T07:30:00+01:00, 2025-04-20T08:00:00+01:00
0.011000, 2025-04-20T08:00:00+01:00, 2025-04-20T08:30:00+01:00
0.009000, 2025-04-20T08:30:00+01:00, 2025-04-20T09:00:00+01:00
0.010000, 2025-04-20T09:00:00+01:00, 2025-04-20T09:30:00+01:00
0.008000, 2025-04-20T09:30:00+01:00, 2025-04-20T10:00:00+01:00
0.012000, 2025-04-20T10:00:00+01:00, 2025-04-20T10:30:00+01:00
0.009000, 2025-04-20T10:30:00+01:00, 2025-04-20T11:00:00+01:00
0.009000, 2025-04-20T11:00:00+01:00, 2025-04-20T11:30:00+01:00
0.009000, 2025-04-20T11:30:00+01:00, 2025-04-20T12:00:00+01:00
0.010000, 2025-04-20T12:00:00+01:00, 2025-04-20T12:30:00+01:00
0.012000, 2025-04-20T12:30:00+01:00, 2025-04-20T13:00:00+01:00
0.010000, 2025-04-20T13:00:00+01:00, 2025-04-20T13:30:00+01:00
0.009000, 2025-04-20T13:30:00+01:00, 2025-04-20T14:00:00+01:00
0.009000, 2025-04-20T14:00:00+01:00, 2025-04-20T14:30:00+01:00
